date,travel_time,distance
2024-10-08 05:20:28.719358, 1015, 12.768
2024-10-08 05:22:29.007203, 1168, 12.768
2024-10-08 05:24:29.117661, 1246, 12.768
2024-10-08 05:26:29.336696, 1302, 12.768
2024-10-08 05:28:29.481189, 1400, 12.768
2024-10-08 05:30:29.680417, 1414, 12.768
2024-10-08 05:32:29.845759, 1435, 12.768
2024-10-08 05:34:30.056704, 1490, 12.768
2024-10-08 05:36:30.149735, 1499, 12.768
2024-10-08 05:38:30.377461, 1514, 12.768
2024-10-08 05:40:30.532753, 1629, 12.768
2024-10-08 05:42:30.694732, 1398, 12.812
2024-10-08 05:44:30.883801, 1532, 12.812
2024-10-08 05:46:31.032219, 1542, 12.768
2024-10-08 05:48:31.198687, 1515, 12.768
2024-10-08 05:50:31.409777, 1480, 12.768
2024-10-08 05:52:31.505749, 1530, 12.768
2024-10-08 05:54:31.718719, 1525, 12.768
2024-10-08 05:56:31.862016, 1535, 12.768
2024-10-08 05:58:31.971917, 1529, 12.768
2024-10-08 06:00:32.155940, 1473, 12.768
2024-10-08 06:02:32.317571, 1514, 12.768
2024-10-08 06:04:32.486697, 1518, 12.768
2024-10-08 06:06:32.674961, 1502, 12.768
2024-10-08 06:08:32.830677, 1449, 12.768
2024-10-08 06:10:33.030575, 1427, 12.768
2024-10-08 06:12:33.155399, 1444, 12.768
2024-10-08 06:14:33.429668, 1459, 12.768
2024-10-08 06:16:33.540660, 1468, 12.768
2024-10-08 06:18:33.662703, 1497, 12.768
2024-10-08 06:20:33.850497, 1520, 12.768
2024-10-08 06:22:33.982697, 1519, 12.768
2024-10-08 06:24:34.183173, 1562, 12.768
2024-10-08 06:26:34.430683, 1518, 12.768
2024-10-08 06:28:34.535600, 1511, 12.768
2024-10-08 06:30:34.729300, 1504, 12.768
2024-10-08 06:32:34.878718, 1501, 12.768
2024-10-08 06:34:35.070681, 1515, 12.768
2024-10-08 06:36:35.171778, 1412, 12.768
2024-10-08 06:38:35.318018, 1402, 12.768
2024-10-08 06:40:35.430076, 1385, 12.768
2024-10-08 06:42:35.593230, 1358, 12.768
2024-10-08 06:44:35.747670, 1302, 12.768
2024-10-08 06:46:35.931915, 1251, 12.768
2024-10-08 06:48:36.030680, 1217, 12.768
2024-10-08 06:50:36.094678, 1165, 12.768
2024-10-08 06:52:36.226160, 1140, 12.768
2024-10-08 06:54:36.352731, 1092, 12.768
2024-10-08 06:56:36.484511, 1070, 12.768
2024-10-08 06:58:36.614679, 1073, 12.768
2024-10-08 07:00:36.828952, 1085, 12.768
2024-10-08 07:02:36.950703, 1074, 12.768
2024-10-08 07:04:37.094739, 1047, 12.768
2024-10-08 07:06:37.263373, 1050, 12.768
2024-10-08 07:08:37.427202, 1021, 12.768
2024-10-08 07:10:37.622128, 1022, 12.768
2024-10-08 07:12:37.726702, 1021, 12.768
2024-10-08 07:14:37.903100, 981, 12.768
2024-10-08 07:16:38.072477, 1014, 12.768
2024-10-08 07:18:38.295426, 1045, 12.768
2024-10-08 07:20:38.462693, 1046, 12.768
2024-10-08 07:22:38.677570, 1043, 12.768
2024-10-08 07:24:38.790653, 988, 12.768
2024-10-08 07:26:39.014693, 959, 12.768
2024-10-08 07:28:39.166681, 955, 12.768
2024-10-08 07:30:39.358682, 943, 12.768
2024-10-08 07:32:39.594009, 932, 12.768
2024-10-08 07:34:39.868542, 919, 12.768
2024-10-08 07:36:40.033867, 934, 12.768
2024-10-08 07:38:40.150694, 926, 12.768
2024-10-08 07:40:40.287431, 906, 12.768
2024-10-08 07:42:40.555429, 891, 12.768
2024-10-08 07:44:40.667936, 870, 12.768
2024-10-08 07:46:40.880308, 871, 12.768
2024-10-08 07:48:40.986268, 871, 12.768
2024-10-08 07:50:41.148114, 855, 12.768
2024-10-08 07:52:41.344353, 836, 12.768
2024-10-08 07:54:41.489473, 833, 12.768
2024-10-08 07:56:41.625221, 824, 12.768
2024-10-08 07:58:41.790686, 822, 12.768
2024-10-08 08:00:41.933588, 822, 12.768
2024-10-08 08:02:42.110708, 819, 12.768
2024-10-08 08:04:42.289661, 824, 12.768
2024-10-08 08:06:42.495564, 829, 12.768
2024-10-08 08:08:42.614694, 827, 12.768
2024-10-08 08:10:42.750724, 820, 12.768
2024-10-08 08:12:42.968366, 834, 12.768
2024-10-08 08:14:43.172425, 830, 12.768
2024-10-08 08:16:43.382684, 831, 12.768
2024-10-08 08:18:43.510692, 826, 12.768
