date,travel_time,distance
2024-10-15 05:15:11.105862, 952, 12.768
2024-10-15 05:17:11.372695, 956, 12.768
2024-10-15 05:19:11.550844, 973, 12.768
2024-10-15 05:21:11.687072, 1049, 12.768
2024-10-15 05:23:11.779084, 1133, 12.768
2024-10-15 05:25:11.954199, 1162, 12.768
2024-10-15 05:27:12.121601, 1219, 12.768
2024-10-15 05:29:12.231078, 1302, 12.768
2024-10-15 05:31:12.297292, 1392, 12.768
2024-10-15 05:33:12.501731, 1452, 12.768
2024-10-15 05:35:12.615808, 1480, 12.768
2024-10-15 05:37:12.711086, 1554, 12.768
2024-10-15 05:39:12.879330, 1586, 12.768
2024-10-15 05:41:13.127814, 1593, 12.768
2024-10-15 05:43:13.297294, 1617, 12.768
2024-10-15 05:45:13.466968, 1662, 12.768
2024-10-15 05:47:13.639090, 1620, 12.768
2024-10-15 05:49:13.746333, 1631, 12.768
2024-10-15 05:51:13.960469, 1668, 12.768
2024-10-15 05:53:14.124594, 1614, 12.768
2024-10-15 05:55:14.239087, 1590, 12.768
2024-10-15 05:57:14.358333, 1597, 12.768
2024-10-15 05:59:14.515930, 1589, 12.768
2024-10-15 06:01:14.709028, 1476, 12.768
2024-10-15 06:03:14.840014, 1489, 12.768
2024-10-15 06:05:14.983527, 1563, 12.768
2024-10-15 06:07:15.110578, 1489, 12.768
2024-10-15 06:09:15.284752, 1462, 12.768
2024-10-15 06:11:15.367080, 1435, 12.768
2024-10-15 06:13:15.528092, 1447, 12.768
2024-10-15 06:15:15.702927, 1547, 12.768
2024-10-15 06:17:15.860862, 1677, 12.768
2024-10-15 06:19:16.025796, 1571, 12.768
2024-10-15 06:21:16.129036, 1683, 12.768
2024-10-15 06:23:16.327595, 1610, 12.768
2024-10-15 06:25:16.480864, 1676, 12.768
2024-10-15 06:27:16.630669, 1656, 12.768
2024-10-15 06:29:16.835953, 1667, 12.768
2024-10-15 06:31:16.911132, 1568, 12.768
2024-10-15 06:33:17.071079, 1496, 12.768
2024-10-15 06:35:17.222448, 1401, 12.768
2024-10-15 06:37:17.297289, 1406, 12.768
2024-10-15 06:39:17.451456, 1293, 12.768
2024-10-15 06:41:17.563521, 1307, 12.768
2024-10-15 06:43:17.729083, 1302, 12.768
2024-10-15 06:45:17.945366, 1282, 12.768
2024-10-15 06:47:18.134892, 1268, 12.768
2024-10-15 06:49:18.313028, 1266, 12.768
2024-10-15 06:51:18.504069, 1217, 12.768
2024-10-15 06:53:18.628491, 1168, 12.768
2024-10-15 06:55:18.738589, 1110, 12.768
2024-10-15 06:57:18.924376, 1118, 12.768
2024-10-15 06:59:19.074629, 1095, 12.768
2024-10-15 07:01:19.139081, 1118, 12.768
2024-10-15 07:03:19.297297, 1094, 12.768
2024-10-15 07:05:19.520521, 1065, 12.768
2024-10-15 07:07:19.631079, 1056, 12.768
2024-10-15 07:09:19.798454, 1035, 12.768
2024-10-15 07:11:19.968419, 1023, 12.768
2024-10-15 07:13:20.192826, 1031, 12.768
2024-10-15 07:15:20.333081, 1032, 12.768
2024-10-15 07:17:20.519123, 1049, 12.768
2024-10-15 07:19:20.663035, 1065, 12.768
2024-10-15 07:21:20.904163, 1010, 12.768
2024-10-15 07:23:20.967088, 992, 12.768
2024-10-15 07:25:21.145523, 1012, 12.768
2024-10-15 07:27:21.297302, 1032, 12.768
2024-10-15 07:29:21.428122, 1032, 12.768
2024-10-15 07:31:21.587337, 1051, 12.768
2024-10-15 07:33:21.747118, 1047, 12.768
2024-10-15 07:35:21.874850, 1024, 12.768
2024-10-15 07:37:22.075113, 984, 12.768
2024-10-15 07:39:22.235111, 951, 12.768
2024-10-15 07:41:22.334302, 947, 12.768
2024-10-15 07:43:22.476862, 904, 12.768
2024-10-15 07:45:22.631086, 890, 12.768
2024-10-15 07:47:22.791059, 878, 12.768
2024-10-15 07:49:22.926808, 877, 12.768
2024-10-15 07:51:23.053289, 878, 12.768
2024-10-15 07:53:23.211043, 876, 12.768
2024-10-15 07:55:23.450711, 871, 12.768
2024-10-15 07:57:23.604131, 870, 12.768
2024-10-15 07:59:23.806789, 891, 12.768
2024-10-15 08:01:23.984651, 891, 12.768
2024-10-15 08:03:24.143066, 881, 12.768
2024-10-15 08:05:24.258288, 866, 12.768
2024-10-15 08:07:24.394500, 856, 12.768
2024-10-15 08:09:24.487105, 850, 12.768
2024-10-15 08:11:24.710521, 845, 12.768
2024-10-15 08:13:24.874200, 843, 12.768
