date,travel_time,distance
2024-12-09 06:13:32.698356, 838, 12.768
2024-12-09 06:15:32.942710, 822, 12.768
2024-12-09 06:17:33.059143, 817, 12.768
2024-12-09 06:19:33.281669, 814, 12.768
2024-12-09 06:21:33.446715, 826, 12.768
2024-12-09 06:23:33.635903, 824, 12.768
2024-12-09 06:25:33.805021, 812, 12.768
2024-12-09 06:27:33.975766, 828, 12.768
2024-12-09 06:29:34.102704, 825, 12.768
2024-12-09 06:31:34.265222, 802, 12.768
2024-12-09 06:33:34.502704, 814, 12.768
2024-12-09 06:35:34.662704, 817, 12.768
2024-12-09 06:37:34.754683, 829, 12.768
2024-12-09 06:39:34.950704, 814, 12.768
2024-12-09 06:41:35.174710, 817, 12.768
2024-12-09 06:43:35.327882, 826, 12.768
2024-12-09 06:45:35.514005, 836, 12.768
2024-12-09 06:47:35.691114, 821, 12.768
2024-12-09 06:49:36.027603, 828, 12.768
2024-12-09 06:51:36.257782, 825, 12.768
2024-12-09 06:53:36.460094, 816, 12.768
2024-12-09 06:55:36.678717, 815, 12.768
2024-12-09 06:57:36.909671, 795, 12.768
2024-12-09 06:59:37.087747, 800, 12.768
2024-12-09 07:01:37.286708, 800, 12.768
2024-12-09 07:03:37.457284, 801, 12.768
2024-12-09 07:05:37.596427, 802, 12.768
2024-12-09 07:07:37.838969, 806, 12.768
2024-12-09 07:09:37.978715, 805, 12.768
2024-12-09 07:11:38.146223, 801, 12.768
2024-12-09 07:13:38.224091, 799, 12.768
2024-12-09 07:15:38.447414, 802, 12.768
2024-12-09 07:17:38.662714, 802, 12.768
2024-12-09 07:19:38.857110, 796, 12.768
2024-12-09 07:21:39.042702, 793, 12.768
2024-12-09 07:23:39.270712, 798, 12.768
2024-12-09 07:25:39.434921, 800, 12.768
2024-12-09 07:27:39.649783, 803, 12.768
2024-12-09 07:29:39.871301, 808, 12.768
2024-12-09 07:31:40.002715, 808, 12.768
2024-12-09 07:33:40.141321, 804, 12.768
2024-12-09 07:35:40.311101, 806, 12.768
2024-12-09 07:37:40.492196, 807, 12.768
2024-12-09 07:39:40.662706, 810, 12.768
2024-12-09 07:41:40.898129, 814, 12.768
2024-12-09 07:43:41.060787, 816, 12.768
2024-12-09 07:45:41.195089, 821, 12.768
2024-12-09 07:47:41.385716, 823, 12.768
2024-12-09 07:49:41.607462, 820, 12.768
2024-12-09 07:51:41.726703, 826, 12.768
2024-12-09 07:53:41.810703, 827, 12.768
2024-12-09 07:55:41.897693, 829, 12.768
2024-12-09 07:57:42.150715, 823, 12.768
2024-12-09 07:59:42.329685, 821, 12.768
2024-12-09 08:01:42.543375, 838, 12.768
2024-12-09 08:03:42.668406, 832, 12.768
2024-12-09 08:05:42.763497, 822, 12.768
2024-12-09 08:07:42.922316, 824, 12.768
2024-12-09 08:09:43.109457, 822, 12.768
2024-12-09 08:11:43.191706, 829, 12.768
2024-12-09 08:13:43.394910, 830, 12.768
2024-12-09 08:15:43.541166, 841, 12.768
2024-12-09 08:17:43.681523, 845, 12.768
2024-12-09 08:19:43.926319, 844, 12.768
2024-12-09 08:21:44.078705, 845, 12.768
2024-12-09 08:23:44.264887, 841, 12.768
2024-12-09 08:25:44.441944, 839, 12.768
2024-12-09 08:27:44.585284, 837, 12.768
2024-12-09 08:29:44.724252, 834, 12.768
2024-12-09 08:31:44.951241, 832, 12.768
2024-12-09 08:33:45.176427, 826, 12.768
2024-12-09 08:35:45.310018, 827, 12.768
2024-12-09 08:37:45.459628, 828, 12.768
2024-12-09 08:39:45.587206, 833, 12.768
2024-12-09 08:41:45.740196, 832, 12.768
2024-12-09 08:43:45.926706, 836, 12.768
2024-12-09 08:45:46.040054, 839, 12.768
2024-12-09 08:47:46.320210, 833, 12.768
2024-12-09 08:49:46.492286, 829, 12.768
2024-12-09 08:51:46.600517, 824, 12.768
2024-12-09 08:53:46.729875, 819, 12.768
2024-12-09 08:55:46.828571, 815, 12.768
2024-12-09 08:57:46.988687, 827, 12.768
2024-12-09 08:59:47.184040, 833, 12.768
2024-12-09 09:01:47.334705, 838, 12.768
2024-12-09 09:03:47.595152, 839, 12.768
2024-12-09 09:05:47.807940, 841, 12.768
2024-12-09 09:07:47.997192, 843, 12.768
2024-12-09 09:09:48.162275, 844, 12.768
2024-12-09 09:11:48.400820, 845, 12.768
