date,travel_time,distance
2024-11-29 06:13:02.836397, 862, 12.768
2024-11-29 06:15:03.080879, 877, 12.768
2024-11-29 06:17:03.284526, 874, 12.768
2024-11-29 06:19:03.488397, 883, 12.768
2024-11-29 06:21:03.701743, 907, 12.768
2024-11-29 06:23:03.886520, 954, 12.768
2024-11-29 06:25:04.108209, 958, 12.768
2024-11-29 06:27:04.259131, 1000, 12.768
2024-11-29 06:29:04.465070, 1087, 12.768
2024-11-29 06:31:04.626185, 1057, 12.768
2024-11-29 06:33:04.746023, 1107, 12.768
2024-11-29 06:35:05.009752, 1176, 12.768
2024-11-29 06:37:05.192035, 1207, 12.768
2024-11-29 06:39:05.395335, 1217, 12.768
2024-11-29 06:41:05.500220, 1193, 12.768
2024-11-29 06:43:05.688679, 1220, 12.768
2024-11-29 06:45:05.892933, 1228, 12.768
2024-11-29 06:47:06.098138, 1222, 12.768
2024-11-29 06:49:06.201031, 1243, 12.768
2024-11-29 06:51:06.377900, 1238, 12.768
2024-11-29 06:53:06.485403, 1253, 12.768
2024-11-29 06:55:06.674842, 1295, 12.768
2024-11-29 06:57:06.806469, 1311, 12.768
2024-11-29 06:59:07.055418, 1265, 12.768
2024-11-29 07:01:07.230916, 1190, 12.768
2024-11-29 07:03:07.402402, 1184, 12.768
2024-11-29 07:05:07.552256, 1173, 12.768
2024-11-29 07:07:07.716241, 1191, 12.768
2024-11-29 07:09:07.900217, 1173, 12.768
2024-11-29 07:11:08.112998, 1159, 12.768
2024-11-29 07:13:08.347728, 1097, 12.768
2024-11-29 07:15:08.529844, 1103, 12.768
2024-11-29 07:17:08.764220, 1109, 12.768
2024-11-29 07:19:08.900251, 1134, 12.768
2024-11-29 07:21:09.000761, 1105, 12.768
2024-11-29 07:23:09.175342, 1098, 12.768
2024-11-29 07:25:09.408252, 1085, 12.768
2024-11-29 07:27:09.554367, 1060, 12.768
2024-11-29 07:29:09.755496, 1070, 12.768
2024-11-29 07:31:09.952669, 1043, 12.768
2024-11-29 07:33:10.084210, 1029, 12.768
2024-11-29 07:35:10.287050, 1040, 12.768
2024-11-29 07:37:10.485648, 1018, 12.768
2024-11-29 07:39:10.615363, 1009, 12.768
2024-11-29 07:41:10.780213, 986, 12.768
2024-11-29 07:43:10.957727, 970, 12.768
2024-11-29 07:45:11.133618, 988, 12.768
2024-11-29 07:47:11.252204, 1006, 12.768
2024-11-29 07:49:11.412795, 986, 12.768
2024-11-29 07:51:11.581912, 979, 12.768
2024-11-29 07:53:11.754163, 974, 12.768
2024-11-29 07:55:11.937288, 960, 12.768
2024-11-29 07:57:12.130212, 957, 12.768
2024-11-29 07:59:12.265489, 935, 12.768
2024-11-29 08:01:12.388967, 911, 12.768
2024-11-29 08:03:12.565723, 889, 12.768
2024-11-29 08:05:12.764230, 882, 12.768
2024-11-29 08:07:12.898886, 885, 12.768
2024-11-29 08:09:13.070580, 885, 12.768
2024-11-29 08:11:13.276228, 864, 12.768
2024-11-29 08:13:13.468225, 863, 12.768
2024-11-29 08:15:13.676963, 864, 12.768
2024-11-29 08:17:13.875547, 870, 12.768
2024-11-29 08:19:14.172237, 889, 12.768
2024-11-29 08:21:14.368261, 882, 12.768
2024-11-29 08:23:14.476606, 888, 12.768
2024-11-29 08:25:14.683703, 900, 12.768
2024-11-29 08:27:14.871641, 900, 12.768
2024-11-29 08:29:15.072217, 914, 12.768
2024-11-29 08:31:15.196261, 899, 12.768
2024-11-29 08:33:15.386711, 900, 12.768
2024-11-29 08:35:15.567139, 908, 12.768
2024-11-29 08:37:15.754056, 904, 12.768
2024-11-29 08:39:15.907234, 899, 12.768
2024-11-29 08:41:16.096047, 891, 12.768
2024-11-29 08:43:16.379018, 873, 12.768
2024-11-29 08:45:16.631388, 868, 12.768
2024-11-29 08:47:16.829210, 871, 12.768
2024-11-29 08:49:16.941244, 871, 12.768
2024-11-29 08:51:17.044958, 869, 12.768
2024-11-29 08:53:17.188212, 875, 12.768
2024-11-29 08:55:17.408789, 872, 12.768
2024-11-29 08:57:17.520223, 873, 12.768
2024-11-29 08:59:17.692105, 854, 12.768
2024-11-29 09:01:17.922509, 851, 12.768
2024-11-29 09:03:18.041885, 842, 12.768
2024-11-29 09:05:18.184281, 851, 12.768
2024-11-29 09:07:18.340220, 847, 12.768
2024-11-29 09:09:18.516286, 846, 12.768
2024-11-29 09:11:18.724496, 840, 12.768
