date,travel_time,distance
2024-10-13 05:21:05.697692, 807, 12.768
2024-10-13 05:23:05.958062, 809, 12.768
2024-10-13 05:25:06.145862, 821, 12.768
2024-10-13 05:27:06.269246, 795, 12.768
2024-10-13 05:29:06.406106, 795, 12.768
2024-10-13 05:31:06.582158, 779, 12.768
2024-10-13 05:33:06.656272, 787, 12.768
2024-10-13 05:35:06.863556, 800, 12.768
2024-10-13 05:37:06.956080, 800, 12.768
2024-10-13 05:39:07.302047, 798, 12.768
2024-10-13 05:41:07.427786, 802, 12.768
2024-10-13 05:43:07.598043, 809, 12.768
2024-10-13 05:45:07.750050, 806, 12.768
2024-10-13 05:47:07.914035, 811, 12.768
2024-10-13 05:49:08.074051, 815, 12.768
2024-10-13 05:51:08.267551, 816, 12.768
2024-10-13 05:53:08.482903, 813, 12.768
2024-10-13 05:55:08.706020, 814, 12.768
2024-10-13 05:57:08.868585, 819, 12.768
2024-10-13 05:59:09.054360, 819, 12.768
2024-10-13 06:01:09.190060, 825, 12.768
2024-10-13 06:03:09.305339, 823, 12.768
2024-10-13 06:05:09.510060, 816, 12.768
2024-10-13 06:07:09.720647, 826, 12.768
2024-10-13 06:09:09.937383, 826, 12.768
2024-10-13 06:11:10.058052, 827, 12.768
2024-10-13 06:13:10.263655, 827, 12.768
2024-10-13 06:15:10.402435, 816, 12.768
2024-10-13 06:17:10.534074, 815, 12.768
2024-10-13 06:19:10.662910, 822, 12.768
2024-10-13 06:21:10.834041, 810, 12.768
2024-10-13 06:23:11.019802, 815, 12.768
2024-10-13 06:25:11.336431, 816, 12.768
2024-10-13 06:27:11.490508, 820, 12.768
2024-10-13 06:29:11.689271, 820, 12.768
2024-10-13 06:31:11.930486, 820, 12.768
2024-10-13 06:33:12.102056, 817, 12.768
2024-10-13 06:35:12.226637, 826, 12.768
2024-10-13 06:37:12.366070, 818, 12.768
2024-10-13 06:39:12.478493, 810, 12.768
2024-10-13 06:41:12.644058, 796, 12.768
2024-10-13 06:43:12.730047, 794, 12.768
2024-10-13 06:45:12.821831, 802, 12.768
2024-10-13 06:47:12.969876, 792, 12.768
2024-10-13 06:49:13.066070, 791, 12.768
2024-10-13 06:51:13.282036, 793, 12.768
2024-10-13 06:53:13.414088, 805, 12.768
2024-10-13 06:55:13.548526, 809, 12.768
2024-10-13 06:57:13.654042, 804, 12.768
2024-10-13 06:59:13.798056, 802, 12.768
2024-10-13 07:01:14.010178, 805, 12.768
2024-10-13 07:03:14.134046, 807, 12.768
2024-10-13 07:05:14.315909, 801, 12.768
2024-10-13 07:07:14.530606, 808, 12.768
2024-10-13 07:09:14.663884, 804, 12.768
2024-10-13 07:11:14.897816, 806, 12.768
2024-10-13 07:13:15.037213, 805, 12.768
2024-10-13 07:15:15.190067, 801, 12.768
2024-10-13 07:17:15.366052, 798, 12.768
2024-10-13 07:19:15.534194, 796, 12.768
2024-10-13 07:21:15.692934, 798, 12.768
2024-10-13 07:23:15.918035, 812, 12.768
2024-10-13 07:25:16.046483, 821, 12.768
2024-10-13 07:27:16.334042, 820, 12.768
2024-10-13 07:29:16.545639, 815, 12.768
2024-10-13 07:31:16.687038, 810, 12.768
2024-10-13 07:33:16.847456, 815, 12.768
2024-10-13 07:35:17.001303, 815, 12.768
2024-10-13 07:37:17.146070, 812, 12.768
2024-10-13 07:39:17.321563, 809, 12.768
2024-10-13 07:41:17.466060, 820, 12.768
2024-10-13 07:43:17.582268, 814, 12.768
2024-10-13 07:45:17.716326, 810, 12.768
2024-10-13 07:47:17.856043, 814, 12.768
2024-10-13 07:49:17.966041, 809, 12.768
2024-10-13 07:51:18.162799, 810, 12.768
2024-10-13 07:53:18.290021, 819, 12.768
2024-10-13 07:55:18.433501, 819, 12.768
2024-10-13 07:57:18.626409, 819, 12.768
2024-10-13 07:59:18.766053, 816, 12.768
2024-10-13 08:01:18.962267, 816, 12.768
2024-10-13 08:03:19.102085, 819, 12.768
2024-10-13 08:05:19.300090, 812, 12.768
2024-10-13 08:07:19.473775, 811, 12.768
2024-10-13 08:09:19.640089, 807, 12.768
2024-10-13 08:11:19.805700, 809, 12.768
2024-10-13 08:13:20.000682, 807, 12.768
2024-10-13 08:15:20.180349, 805, 12.768
2024-10-13 08:17:20.338183, 811, 12.768
2024-10-13 08:19:20.433494, 818, 12.768
