date,travel_time,distance
2024-12-19 06:12:43.315705, 934, 12.768
2024-12-19 06:14:43.619038, 929, 12.768
2024-12-19 06:16:43.799164, 937, 12.768
2024-12-19 06:18:44.014308, 952, 12.768
2024-12-19 06:20:44.189511, 938, 12.768
2024-12-19 06:22:44.377726, 966, 12.768
2024-12-19 06:24:44.569136, 954, 12.768
2024-12-19 06:26:44.800774, 983, 12.768
2024-12-19 06:28:45.003003, 1005, 12.768
2024-12-19 06:30:45.243037, 1020, 12.768
2024-12-19 06:32:45.371033, 1057, 12.768
2024-12-19 06:34:45.566902, 1089, 12.768
2024-12-19 06:36:45.735044, 1124, 12.768
2024-12-19 06:38:45.933964, 1171, 12.768
2024-12-19 06:40:46.127030, 1231, 12.768
2024-12-19 06:42:46.285274, 1265, 12.768
2024-12-19 06:44:46.416597, 1279, 12.768
2024-12-19 06:46:46.698332, 1255, 12.768
2024-12-19 06:48:46.843031, 1260, 12.768
2024-12-19 06:50:46.973123, 1280, 12.768
2024-12-19 06:52:47.173860, 1308, 12.768
2024-12-19 06:54:47.321117, 1284, 12.768
2024-12-19 06:56:47.534624, 1273, 12.768
2024-12-19 06:58:47.717971, 1287, 12.768
2024-12-19 07:00:47.851508, 1179, 12.768
2024-12-19 07:02:47.967054, 1158, 12.768
2024-12-19 07:04:48.202640, 1144, 12.768
2024-12-19 07:06:48.442996, 1124, 12.768
2024-12-19 07:08:48.611112, 1121, 12.768
2024-12-19 07:10:48.753615, 1121, 12.768
2024-12-19 07:12:48.955073, 1096, 12.768
2024-12-19 07:14:49.132516, 1084, 12.768
2024-12-19 07:16:49.372363, 1073, 12.768
2024-12-19 07:18:49.551840, 1072, 12.768
2024-12-19 07:20:49.705886, 1085, 12.768
2024-12-19 07:22:49.878826, 1073, 12.768
2024-12-19 07:24:50.065593, 1053, 12.768
2024-12-19 07:26:50.326651, 1046, 12.768
2024-12-19 07:28:50.547544, 1028, 12.768
2024-12-19 07:30:50.707039, 1040, 12.768
2024-12-19 07:32:50.934840, 1029, 12.768
2024-12-19 07:34:51.131041, 1021, 12.768
2024-12-19 07:36:51.315295, 1019, 12.768
2024-12-19 07:38:51.541873, 1012, 12.768
2024-12-19 07:40:51.752252, 997, 12.768
2024-12-19 07:42:51.952543, 992, 12.768
2024-12-19 07:44:52.199344, 1009, 12.768
2024-12-19 07:46:52.431843, 1025, 12.768
2024-12-19 07:48:52.651129, 1036, 12.768
2024-12-19 07:50:52.846031, 1063, 12.768
2024-12-19 07:52:53.101086, 1043, 12.768
2024-12-19 07:54:53.278755, 1056, 12.768
2024-12-19 07:56:53.435057, 1039, 12.768
2024-12-19 07:58:53.659026, 1065, 12.768
2024-12-19 08:00:53.870735, 1061, 12.768
2024-12-19 08:02:54.055880, 1067, 12.768
2024-12-19 08:04:54.194437, 1061, 12.768
2024-12-19 08:06:54.432589, 1038, 12.768
2024-12-19 08:08:54.535753, 1017, 12.768
2024-12-19 08:10:54.747039, 981, 12.768
2024-12-19 08:12:54.933297, 977, 12.768
2024-12-19 08:14:55.149529, 978, 12.768
2024-12-19 08:16:55.377760, 967, 12.768
2024-12-19 08:18:55.639231, 953, 12.768
2024-12-19 08:20:55.807326, 946, 12.768
2024-12-19 08:22:56.011655, 948, 12.768
2024-12-19 08:24:56.178169, 927, 12.768
2024-12-19 08:26:56.378118, 924, 12.768
2024-12-19 08:28:56.588859, 906, 12.768
2024-12-19 08:30:56.716527, 905, 12.768
2024-12-19 08:32:56.956540, 914, 12.768
2024-12-19 08:34:57.168882, 909, 12.768
2024-12-19 08:36:57.418655, 884, 12.768
2024-12-19 08:38:57.541212, 873, 12.768
2024-12-19 08:40:57.717422, 871, 12.768
2024-12-19 08:42:57.886057, 884, 12.768
2024-12-19 08:44:58.091144, 887, 12.768
2024-12-19 08:46:58.245133, 890, 12.768
2024-12-19 08:48:58.472174, 894, 12.768
2024-12-19 08:50:58.595100, 886, 12.768
2024-12-19 08:52:58.811026, 878, 12.768
2024-12-19 08:54:58.993733, 870, 12.768
2024-12-19 08:56:59.175851, 877, 12.768
2024-12-19 08:58:59.335896, 879, 12.768
2024-12-19 09:00:59.540937, 879, 12.768
2024-12-19 09:02:59.687880, 874, 12.768
2024-12-19 09:04:59.937946, 874, 12.768
2024-12-19 09:07:00.178059, 873, 12.768
2024-12-19 09:09:00.390448, 877, 12.768
2024-12-19 09:11:00.566146, 874, 12.768
