date,travel_time,distance
2024-11-25 06:13:08.228388, 876, 12.768
2024-11-25 06:15:08.504559, 873, 12.768
2024-11-25 06:17:08.709949, 888, 12.768
2024-11-25 06:19:08.896502, 910, 12.768
2024-11-25 06:21:09.086268, 980, 12.768
2024-11-25 06:23:09.254273, 1093, 12.768
2024-11-25 06:25:09.399484, 1171, 12.768
2024-11-25 06:27:09.560355, 1144, 12.768
2024-11-25 06:29:09.738992, 1216, 12.768
2024-11-25 06:31:09.868651, 1206, 12.768
2024-11-25 06:33:10.067818, 1286, 12.768
2024-11-25 06:35:10.207465, 1230, 12.812
2024-11-25 06:37:10.395140, 1272, 12.812
2024-11-25 06:39:10.638163, 1409, 12.768
2024-11-25 06:41:10.815480, 1410, 12.768
2024-11-25 06:43:10.967487, 1472, 12.768
2024-11-25 06:45:11.072468, 1502, 12.768
2024-11-25 06:47:11.207473, 1478, 12.768
2024-11-25 06:49:11.395981, 1508, 12.768
2024-11-25 06:51:11.578786, 1568, 12.768
2024-11-25 06:53:11.734725, 1553, 12.768
2024-11-25 06:55:11.952103, 1506, 12.768
2024-11-25 06:57:12.068722, 1496, 12.768
2024-11-25 06:59:12.207458, 1437, 12.768
2024-11-25 07:01:12.343479, 1444, 12.768
2024-11-25 07:03:12.478003, 1498, 12.768
2024-11-25 07:05:12.647489, 1443, 12.768
2024-11-25 07:07:12.779760, 1430, 12.768
2024-11-25 07:09:12.957826, 1403, 12.768
2024-11-25 07:11:13.163458, 1416, 12.768
2024-11-25 07:13:13.347209, 1404, 12.768
2024-11-25 07:15:13.591062, 1443, 12.768
2024-11-25 07:17:13.711521, 1392, 12.768
2024-11-25 07:19:13.808786, 1459, 12.768
2024-11-25 07:21:14.042414, 1439, 12.768
2024-11-25 07:23:14.219191, 1388, 12.768
2024-11-25 07:25:14.376484, 1325, 12.768
2024-11-25 07:27:14.550969, 1309, 12.768
2024-11-25 07:29:14.704056, 1307, 12.768
2024-11-25 07:31:14.920524, 1302, 12.768
2024-11-25 07:33:15.063477, 1294, 12.768
2024-11-25 07:35:15.287482, 1271, 12.768
2024-11-25 07:37:15.510760, 1162, 12.768
2024-11-25 07:39:15.660035, 1164, 12.768
2024-11-25 07:41:15.866086, 1095, 12.768
2024-11-25 07:43:16.076167, 1095, 12.768
2024-11-25 07:45:16.239732, 1083, 12.768
2024-11-25 07:47:16.347892, 1082, 12.768
2024-11-25 07:49:16.552849, 1048, 12.768
2024-11-25 07:51:16.658169, 1030, 12.768
2024-11-25 07:53:16.783479, 1019, 12.768
2024-11-25 07:55:16.961637, 1022, 12.768
2024-11-25 07:57:17.111481, 1027, 12.768
2024-11-25 07:59:17.344465, 1040, 12.768
2024-11-25 08:01:17.535880, 1018, 12.768
2024-11-25 08:03:17.661185, 1004, 12.768
2024-11-25 08:05:17.804537, 957, 12.768
2024-11-25 08:07:18.003855, 970, 12.768
2024-11-25 08:09:18.199290, 975, 12.768
2024-11-25 08:11:18.395753, 977, 12.768
2024-11-25 08:13:18.569727, 964, 12.768
2024-11-25 08:15:18.755607, 958, 12.768
2024-11-25 08:17:18.939491, 965, 12.768
2024-11-25 08:19:19.176767, 940, 12.768
2024-11-25 08:21:19.296363, 933, 12.768
2024-11-25 08:23:19.427487, 929, 12.768
2024-11-25 08:25:19.603637, 931, 12.768
2024-11-25 08:27:19.755478, 929, 12.768
2024-11-25 08:29:19.911497, 924, 12.768
2024-11-25 08:31:20.083477, 914, 12.768
2024-11-25 08:33:20.246645, 888, 12.768
2024-11-25 08:35:20.407484, 873, 12.768
2024-11-25 08:37:20.609640, 857, 12.768
2024-11-25 08:39:20.785043, 851, 12.768
2024-11-25 08:41:20.903071, 849, 12.768
2024-11-25 08:43:21.059481, 856, 12.768
2024-11-25 08:45:21.175476, 860, 12.768
2024-11-25 08:47:21.275586, 851, 12.768
2024-11-25 08:49:21.413854, 846, 12.768
2024-11-25 08:51:21.575473, 844, 12.768
2024-11-25 08:53:21.764421, 841, 12.768
2024-11-25 08:55:21.971559, 849, 12.768
2024-11-25 08:57:22.166392, 863, 12.768
2024-11-25 08:59:22.283471, 860, 12.768
2024-11-25 09:01:22.535552, 842, 12.768
2024-11-25 09:03:22.732319, 850, 12.768
2024-11-25 09:05:22.911562, 852, 12.768
2024-11-25 09:07:23.038599, 850, 12.768
2024-11-25 09:09:23.207465, 859, 12.768
2024-11-25 09:11:23.447485, 854, 12.768
